
participant,condition,block,input,stimulus,timestamp,xmousex,ymousey,region,triggered
m,1,2,mouse,fish,1448161835561,233,289,1,0
m,1,2,mouse,fish,1448161835661,232,289,1,0
m,1,2,mouse,fish,1448161835762,238,400,2,1
m,1,2,mouse,fish,1448161835861,240,404,2,0
m,1,2,mouse,fish,1448161835961,240,406,2,0
m,1,2,mouse,fish,1448161836061,240,406,2,0
m,1,2,mouse,fish,1448161836162,240,410,2,0
m,1,2,mouse,fish,1448161836261,239,416,2,0
m,1,2,mouse,fish,1448161836361,569,437,5,1
m,1,2,mouse,fish,1448161836462,568,438,5,0
m,1,2,mouse,fish,1448161836561,569,439,5,0
m,1,2,mouse,fish,1448161836661,570,438,5,0
m,1,2,mouse,fish,1448161836762,572,437,5,0
m,1,2,mouse,fish,1448161836861,991,433,8,1
m,1,2,mouse,fish,1448161836962,993,432,8,0
m,1,2,mouse,fish,1448161837061,998,427,8,0
m,1,2,mouse,fish,1448161837161,989,429,8,0
m,1,2,mouse,fish,1448161837262,995,353,-1,0
m,1,2,mouse,fish,1448161837361,994,350,-1,0
m,1,2,mouse,fish,1448161837462,989,356,-1,0
m,1,2,mouse,fish,1448161837561,1006,271,7,1
m,1,2,mouse,fish,1448161837662,1003,280,7,0
m,1,2,mouse,fish,1448161837761,1002,280,7,0
m,1,2,mouse,fish,1448161837862,1000,280,7,0
m,1,2,mouse,fish,1448161837962,999,281,7,0
m,1,2,mouse,fish,1448161838062,997,280,7,0
m,1,2,mouse,fish,1448161838162,994,281,7,0
m,1,2,mouse,fish,1448161838262,608,284,4,1
m,1,2,mouse,fish,1448161838362,607,284,4,0
m,1,2,mouse,fish,1448161838462,605,285,4,0
m,1,2,mouse,fish,1448161838563,378,274,-1,0
m,1,2,mouse,fish,1448161838662,436,265,-1,0
m,1,2,mouse,fish,1448161838762,601,276,4,1
m,1,2,mouse,fish,1448161838863,444,277,-1,0
m,1,2,mouse,fish,1448161838962,204,278,1,1
m,1,2,mouse,fish,1448161839063,198,272,1,0
m,1,2,mouse,fish,1448161839162,200,268,1,0
m,1,2,mouse,fish,1448161839263,200,266,1,0
m,1,2,mouse,fish,1448161839362,200,266,1,0
m,1,2,mouse,fish,1448161839463,225,62,0,1
m,1,2,mouse,fish,1448161839563,221,56,0,0
m,1,2,mouse,fish,1448161839662,215,61,0,0
m,1,2,mouse,fish,1448161839762,236,44,0,0
m,1,2,mouse,fish,1448161839862,241,42,-1,0
m,1,2,mouse,fish,1448161839964,613,53,3,1
m,1,2,mouse,fish,1448161840063,612,64,3,0
m,1,2,mouse,fish,1448161840163,616,80,3,0
m,1,2,mouse,fish,1448161840263,684,80,-1,0
m,1,2,mouse,fish,1448161840364,896,86,-1,0
m,1,2,mouse,fish,1448161840465,926,78,6,1
m,1,2,mouse,fish,1448161840564,952,84,6,0
m,1,2,mouse,fish,1448161840664,984,91,6,0
m,1,2,mouse,fish,1448161840764,985,93,6,0
m,1,2,mouse,fish,1448161840864,987,92,6,0
m,1,2,mouse,fish,1448161840964,985,92,6,0
m,1,2,mouse,fish,1448161841065,1010,362,-1,0
m,1,2,mouse,fish,1448161841164,1007,367,-1,0
m,1,2,mouse,fish,1448161841265,1008,370,-1,0
m,1,2,mouse,fish,1448161841364,858,438,-1,0
m,1,2,mouse,fish,1448161841464,977,420,8,1
m,1,2,mouse,fish,1448161841566,979,418,8,0
m,1,2,mouse,fish,1448161841667,975,428,8,0
m,1,2,mouse,fish,1448161841766,978,444,8,0
m,1,2,mouse,fish,1448161841867,978,444,8,0
m,1,2,mouse,fish,1448161841967,978,444,8,0
m,1,2,mouse,fish,1448161842068,950,464,8,0
m,1,2,mouse,fish,1448161842167,950,468,8,0
m,1,2,mouse,fish,1448161842268,948,468,8,0
m,1,2,mouse,fish,1448161842367,949,469,8,0
m,1,2,mouse,fish,1448161842468,950,468,8,0
m,1,2,mouse,fish,1448161842568,952,466,8,0
m,1,2,mouse,fish,1448161842668,972,417,8,0
m,1,2,mouse,fish,1448161842768,1000,477,8,0
m,1,2,mouse,fish,1448161842868,1000,477,8,0
m,1,2,mouse,fish,1448161842968,1000,477,8,0
m,1,2,mouse,fish,1448161843068,1000,477,8,0
m,1,2,mouse,fish,1448161843168,1000,477,8,0
m,1,2,mouse,fish,1448161843269,928,454,8,0
m,1,2,mouse,fish,1448161843368,922,450,8,0
m,1,2,mouse,fish,1448161843468,940,444,8,0
