
participant,condition,block,input,stimulus,timestamp,xmousex,ymousey,region,triggered
m,1,1,gaze,flags,1448161684674,594,450,5,0
m,1,1,gaze,flags,1448161684773,592,452,5,0
m,1,1,gaze,flags,1448161684873,213,442,2,1
m,1,1,gaze,flags,1448161684973,208,449,2,0
m,1,1,gaze,flags,1448161685073,211,445,2,0
m,1,1,gaze,flags,1448161685173,204,437,2,0
m,1,1,gaze,flags,1448161685273,201,438,2,0
m,1,1,gaze,flags,1448161685373,194,446,2,0
m,1,1,gaze,flags,1448161685474,191,448,2,0
m,1,1,gaze,flags,1448161685573,190,453,2,0
m,1,1,gaze,flags,1448161685673,189,451,2,0
m,1,1,gaze,flags,1448161685774,201,280,1,1
m,1,1,gaze,flags,1448161685874,197,266,1,0
m,1,1,gaze,flags,1448161685973,197,265,1,0
m,1,1,gaze,flags,1448161686074,194,264,1,0
m,1,1,gaze,flags,1448161686173,194,264,1,0
m,1,1,gaze,flags,1448161686274,193,265,1,0
m,1,1,gaze,flags,1448161686373,176,172,-1,0
m,1,1,gaze,flags,1448161686474,183,174,-1,0
m,1,1,gaze,flags,1448161686574,189,140,0,1
m,1,1,gaze,flags,1448161686673,192,124,0,0
m,1,1,gaze,flags,1448161686774,193,121,0,0
m,1,1,gaze,flags,1448161686874,193,119,0,0
m,1,1,gaze,flags,1448161686974,193,117,0,0
m,1,1,gaze,flags,1448161687073,193,116,0,0
m,1,1,gaze,flags,1448161687174,193,118,0,0
m,1,1,gaze,flags,1448161687274,192,118,0,0
m,1,1,gaze,flags,1448161687373,192,118,0,0
m,1,1,gaze,flags,1448161687474,183,210,1,1
m,1,1,gaze,flags,1448161687574,188,216,1,0
m,1,1,gaze,flags,1448161687673,189,290,1,0
m,1,1,gaze,flags,1448161687774,195,297,1,0
m,1,1,gaze,flags,1448161687875,195,298,1,0
m,1,1,gaze,flags,1448161687974,196,297,1,0
m,1,1,gaze,flags,1448161688075,195,298,1,0
m,1,1,gaze,flags,1448161688175,194,297,1,0
m,1,1,gaze,flags,1448161688274,188,134,0,1
m,1,1,gaze,flags,1448161688375,184,125,0,0
m,1,1,gaze,flags,1448161688475,184,126,0,0
m,1,1,gaze,flags,1448161688575,184,125,0,0
m,1,1,gaze,flags,1448161688675,185,125,0,0
m,1,1,gaze,flags,1448161688774,184,216,1,1
m,1,1,gaze,flags,1448161688875,189,224,1,0
m,1,1,gaze,flags,1448161688974,190,227,1,0
m,1,1,gaze,flags,1448161689075,198,332,-1,0
m,1,1,gaze,flags,1448161689176,198,335,-1,0
m,1,1,gaze,flags,1448161689275,198,335,-1,0
m,1,1,gaze,flags,1448161689377,200,326,-1,0
m,1,1,gaze,flags,1448161689476,201,317,1,1
m,1,1,gaze,flags,1448161689576,205,309,1,0
m,1,1,gaze,flags,1448161689676,492,252,-1,0
m,1,1,gaze,flags,1448161689776,493,253,-1,0
m,1,1,gaze,flags,1448161689876,492,256,-1,0
m,1,1,gaze,flags,1448161689977,494,257,-1,0
m,1,1,gaze,flags,1448161690078,350,240,-1,0
m,1,1,gaze,flags,1448161690178,266,214,-1,0
m,1,1,gaze,flags,1448161690278,531,270,4,1
m,1,1,gaze,flags,1448161690379,535,257,4,0
m,1,1,gaze,flags,1448161690478,537,258,4,0
m,1,1,gaze,flags,1448161690578,538,257,4,0
m,1,1,gaze,flags,1448161690679,540,256,4,0
m,1,1,gaze,flags,1448161690779,540,255,4,0
m,1,1,gaze,flags,1448161690878,538,252,4,0
m,1,1,gaze,flags,1448161690979,537,254,4,0
m,1,1,gaze,flags,1448161691078,538,110,3,1
m,1,1,gaze,flags,1448161691178,540,115,3,0
m,1,1,gaze,flags,1448161691279,539,109,3,0
m,1,1,gaze,flags,1448161691379,253,114,-1,0
m,1,1,gaze,flags,1448161691478,238,116,0,1
m,1,1,gaze,flags,1448161691579,517,158,-1,0
m,1,1,gaze,flags,1448161691679,514,147,-1,0
m,1,1,gaze,flags,1448161691779,517,150,-1,0
m,1,1,gaze,flags,1448161691878,513,157,-1,0
m,1,1,gaze,flags,1448161691979,510,158,-1,0
m,1,1,gaze,flags,1448161692078,508,160,-1,0
m,1,1,gaze,flags,1448161692178,505,161,-1,0
m,1,1,gaze,flags,1448161692278,505,154,-1,0
m,1,1,gaze,flags,1448161692379,506,149,-1,0
m,1,1,gaze,flags,1448161692479,218,266,1,1
m,1,1,gaze,flags,1448161692579,220,279,1,0
m,1,1,gaze,flags,1448161692679,217,278,1,0
m,1,1,gaze,flags,1448161692778,216,278,1,0
m,1,1,gaze,flags,1448161692879,215,280,1,0
m,1,1,gaze,flags,1448161692978,216,279,1,0
m,1,1,gaze,flags,1448161693079,215,279,1,0
m,1,1,gaze,flags,1448161693179,199,128,0,1
m,1,1,gaze,flags,1448161693279,195,132,0,0
m,1,1,gaze,flags,1448161693379,191,126,0,0
m,1,1,gaze,flags,1448161693479,190,122,0,0
m,1,1,gaze,flags,1448161693579,189,118,0,0
m,1,1,gaze,flags,1448161693679,188,116,0,0
m,1,1,gaze,flags,1448161693779,187,114,0,0
m,1,1,gaze,flags,1448161693879,185,113,0,0
m,1,1,gaze,flags,1448161693980,433,114,-1,0
m,1,1,gaze,flags,1448161694079,515,126,-1,0
m,1,1,gaze,flags,1448161694180,516,129,-1,0
m,1,1,gaze,flags,1448161694280,522,133,-1,0
m,1,1,gaze,flags,1448161694380,522,148,-1,0
m,1,1,gaze,flags,1448161694480,522,148,-1,0
m,1,1,gaze,flags,1448161694581,524,144,-1,0
m,1,1,gaze,flags,1448161694680,526,144,-1,0
m,1,1,gaze,flags,1448161694780,526,141,-1,0
m,1,1,gaze,flags,1448161694881,524,146,-1,0
m,1,1,gaze,flags,1448161694981,524,150,-1,0
m,1,1,gaze,flags,1448161695081,590,90,3,1
m,1,1,gaze,flags,1448161695181,589,89,3,0
m,1,1,gaze,flags,1448161695281,589,86,3,0
m,1,1,gaze,flags,1448161695382,589,88,3,0
m,1,1,gaze,flags,1448161695481,587,89,3,0
m,1,1,gaze,flags,1448161695582,585,92,3,0
m,1,1,gaze,flags,1448161695681,583,93,3,0
m,1,1,gaze,flags,1448161695781,581,93,3,0
m,1,1,gaze,flags,1448161695882,530,307,-1,0
m,1,1,gaze,flags,1448161695982,529,309,-1,0
m,1,1,gaze,flags,1448161696081,535,309,-1,0
m,1,1,gaze,flags,1448161696182,546,302,4,1
m,1,1,gaze,flags,1448161696282,554,298,4,0
m,1,1,gaze,flags,1448161696382,559,296,4,0
m,1,1,gaze,flags,1448161696483,557,301,4,0
m,1,1,gaze,flags,1448161696582,555,302,4,0
m,1,1,gaze,flags,1448161696682,553,305,4,0
m,1,1,gaze,flags,1448161696783,552,308,4,0
m,1,1,gaze,flags,1448161696882,538,427,5,1
m,1,1,gaze,flags,1448161696983,541,421,5,0
m,1,1,gaze,flags,1448161697084,537,423,5,0
m,1,1,gaze,flags,1448161697183,607,435,5,0
m,1,1,gaze,flags,1448161697283,604,436,5,0
m,1,1,gaze,flags,1448161697383,597,438,5,0
m,1,1,gaze,flags,1448161697483,594,442,5,0
m,1,1,gaze,flags,1448161697583,589,444,5,0
m,1,1,gaze,flags,1448161697684,583,449,5,0
m,1,1,gaze,flags,1448161697783,585,446,5,0
m,1,1,gaze,flags,1448161697884,589,443,5,0
m,1,1,gaze,flags,1448161697983,594,440,5,0
m,1,1,gaze,flags,1448161698084,591,369,-1,0
m,1,1,gaze,flags,1448161698184,584,327,-1,0
m,1,1,gaze,flags,1448161698283,586,300,4,1
m,1,1,gaze,flags,1448161698384,575,295,4,0
m,1,1,gaze,flags,1448161698484,578,290,4,0
m,1,1,gaze,flags,1448161698583,573,280,4,0
m,1,1,gaze,flags,1448161698684,570,276,4,0
m,1,1,gaze,flags,1448161698783,569,272,4,0
m,1,1,gaze,flags,1448161698884,566,270,4,0
m,1,1,gaze,flags,1448161698983,570,96,3,1
m,1,1,gaze,flags,1448161699084,574,98,3,0
m,1,1,gaze,flags,1448161699183,575,103,3,0
m,1,1,gaze,flags,1448161699283,574,100,3,0
m,1,1,gaze,flags,1448161699384,576,98,3,0
m,1,1,gaze,flags,1448161699484,574,97,3,0
m,1,1,gaze,flags,1448161699584,573,96,3,0
m,1,1,gaze,flags,1448161699683,572,96,3,0
m,1,1,gaze,flags,1448161699784,940,84,6,1
m,1,1,gaze,flags,1448161699884,942,89,6,0
m,1,1,gaze,flags,1448161699984,944,93,6,0
m,1,1,gaze,flags,1448161700084,942,94,6,0
m,1,1,gaze,flags,1448161700183,942,100,6,0
m,1,1,gaze,flags,1448161700284,945,99,6,0
m,1,1,gaze,flags,1448161700384,947,100,6,0
m,1,1,gaze,flags,1448161700484,948,100,6,0
m,1,1,gaze,flags,1448161700584,943,243,7,1
m,1,1,gaze,flags,1448161700684,942,250,7,0
m,1,1,gaze,flags,1448161700784,942,252,7,0
m,1,1,gaze,flags,1448161700884,945,324,-1,0
m,1,1,gaze,flags,1448161700984,929,328,-1,0
m,1,1,gaze,flags,1448161701084,930,329,-1,0
m,1,1,gaze,flags,1448161701184,977,473,8,1
m,1,1,gaze,flags,1448161701284,966,463,8,0
m,1,1,gaze,flags,1448161701384,963,468,8,0
m,1,1,gaze,flags,1448161701484,966,470,8,0
m,1,1,gaze,flags,1448161701584,963,473,8,0
m,1,1,gaze,flags,1448161701685,958,477,8,0
m,1,1,gaze,flags,1448161701784,645,449,-1,0
m,1,1,gaze,flags,1448161701885,629,452,5,1
m,1,1,gaze,flags,1448161701984,632,448,5,0
m,1,1,gaze,flags,1448161702084,556,448,5,0
m,1,1,gaze,flags,1448161702185,448,446,-1,0
m,1,1,gaze,flags,1448161702284,528,450,5,1
m,1,1,gaze,flags,1448161702385,561,448,5,0
m,1,1,gaze,flags,1448161702484,556,448,5,0
m,1,1,gaze,flags,1448161702585,555,445,5,0
m,1,1,gaze,flags,1448161702685,554,445,5,0
m,1,1,gaze,flags,1448161702786,194,458,2,1
m,1,1,gaze,flags,1448161702885,197,460,2,0
m,1,1,gaze,flags,1448161702986,197,460,2,0
m,1,1,gaze,flags,1448161703085,197,464,2,0
m,1,1,gaze,flags,1448161703185,198,461,2,0
m,1,1,gaze,flags,1448161703286,200,459,2,0
m,1,1,gaze,flags,1448161703386,200,456,2,0
m,1,1,gaze,flags,1448161703485,198,454,2,0
m,1,1,gaze,flags,1448161703585,198,453,2,0
m,1,1,gaze,flags,1448161703686,195,448,2,0
m,1,1,gaze,flags,1448161703786,178,286,1,1
m,1,1,gaze,flags,1448161703885,178,275,1,0
m,1,1,gaze,flags,1448161703985,163,213,1,0
m,1,1,gaze,flags,1448161704085,178,185,-1,0
m,1,1,gaze,flags,1448161704186,177,189,-1,0
m,1,1,gaze,flags,1448161704285,179,193,-1,0
m,1,1,gaze,flags,1448161704386,181,198,-1,0
m,1,1,gaze,flags,1448161704486,182,206,1,1
m,1,1,gaze,flags,1448161704586,182,212,1,0
m,1,1,gaze,flags,1448161704685,192,121,0,1
m,1,1,gaze,flags,1448161704787,192,70,0,0
m,1,1,gaze,flags,1448161704886,196,61,0,0
m,1,1,gaze,flags,1448161704987,195,57,0,0
m,1,1,gaze,flags,1448161705086,189,47,0,0
m,1,1,gaze,flags,1448161705187,189,48,0,0
m,1,1,gaze,flags,1448161705287,190,48,0,0
m,1,1,gaze,flags,1448161705386,191,52,0,0
m,1,1,gaze,flags,1448161705486,191,53,0,0
m,1,1,gaze,flags,1448161705586,191,56,0,0
m,1,1,gaze,flags,1448161705687,190,58,0,0
m,1,1,gaze,flags,1448161705786,312,68,-1,0
m,1,1,gaze,flags,1448161705887,528,77,3,1
m,1,1,gaze,flags,1448161705987,551,78,3,0
m,1,1,gaze,flags,1448161706086,532,78,3,0
m,1,1,gaze,flags,1448161706187,599,43,3,0
m,1,1,gaze,flags,1448161706287,589,66,3,0
m,1,1,gaze,flags,1448161706387,592,50,3,0
m,1,1,gaze,flags,1448161706486,591,49,3,0
m,1,1,gaze,flags,1448161706587,589,53,3,0
m,1,1,gaze,flags,1448161706687,588,53,3,0
m,1,1,gaze,flags,1448161706787,588,53,3,0
m,1,1,gaze,flags,1448161706886,588,54,3,0
m,1,1,gaze,flags,1448161706987,956,69,6,1
m,1,1,gaze,flags,1448161707087,955,68,6,0
m,1,1,gaze,flags,1448161707187,954,74,6,0
m,1,1,gaze,flags,1448161707287,956,69,6,0
m,1,1,gaze,flags,1448161707387,956,73,6,0
m,1,1,gaze,flags,1448161707486,957,72,6,0
m,1,1,gaze,flags,1448161707587,959,70,6,0
m,1,1,gaze,flags,1448161707687,958,69,6,0
m,1,1,gaze,flags,1448161707787,959,67,6,0
m,1,1,gaze,flags,1448161707887,996,233,7,1
m,1,1,gaze,flags,1448161707987,990,243,7,0
m,1,1,gaze,flags,1448161708087,983,252,7,0
m,1,1,gaze,flags,1448161708187,979,254,7,0
m,1,1,gaze,flags,1448161708287,979,253,7,0
m,1,1,gaze,flags,1448161708387,977,253,7,0
m,1,1,gaze,flags,1448161708488,974,253,7,0
m,1,1,gaze,flags,1448161708589,973,255,7,0
m,1,1,gaze,flags,1448161708688,973,256,7,0
m,1,1,gaze,flags,1448161708789,971,256,7,0
m,1,1,gaze,flags,1448161708888,552,290,4,1
m,1,1,gaze,flags,1448161708988,546,294,4,0
m,1,1,gaze,flags,1448161709088,542,301,4,0
m,1,1,gaze,flags,1448161709188,544,306,-1,0
m,1,1,gaze,flags,1448161709288,547,304,4,1
m,1,1,gaze,flags,1448161709388,549,304,4,0
m,1,1,gaze,flags,1448161709488,549,302,4,0
m,1,1,gaze,flags,1448161709589,550,301,4,0
m,1,1,gaze,flags,1448161709688,550,299,4,0
m,1,1,gaze,flags,1448161709788,226,276,1,1
m,1,1,gaze,flags,1448161709889,226,274,1,0
m,1,1,gaze,flags,1448161709989,227,272,1,0
m,1,1,gaze,flags,1448161710089,225,272,1,0
m,1,1,gaze,flags,1448161710189,224,272,1,0
m,1,1,gaze,flags,1448161710288,220,274,1,0
m,1,1,gaze,flags,1448161710389,215,276,1,0
m,1,1,gaze,flags,1448161710489,213,277,1,0
m,1,1,gaze,flags,1448161710588,208,280,1,0
m,1,1,gaze,flags,1448161710689,198,340,-1,0
m,1,1,gaze,flags,1448161710789,194,405,2,1
m,1,1,gaze,flags,1448161710889,179,505,-1,0
m,1,1,gaze,flags,1448161710988,172,485,2,1
m,1,1,gaze,flags,1448161711089,178,484,2,0
m,1,1,gaze,flags,1448161711189,179,483,2,0
m,1,1,gaze,flags,1448161711289,180,478,2,0
m,1,1,gaze,flags,1448161711389,184,471,2,0
m,1,1,gaze,flags,1448161711489,185,469,2,0
m,1,1,gaze,flags,1448161711589,185,462,2,0
m,1,1,gaze,flags,1448161711689,185,456,2,0
m,1,1,gaze,flags,1448161711789,188,448,2,0
m,1,1,gaze,flags,1448161711890,189,441,2,0
m,1,1,gaze,flags,1448161711990,666,404,-1,0
m,1,1,gaze,flags,1448161712090,662,406,-1,0
m,1,1,gaze,flags,1448161712190,654,407,-1,0
m,1,1,gaze,flags,1448161712290,656,395,-1,0
m,1,1,gaze,flags,1448161712390,653,389,-1,0
m,1,1,gaze,flags,1448161712490,656,385,-1,0
m,1,1,gaze,flags,1448161712590,656,383,-1,0
m,1,1,gaze,flags,1448161712690,657,381,-1,0
m,1,1,gaze,flags,1448161712790,658,379,-1,0
m,1,1,gaze,flags,1448161712890,658,378,-1,0
